AlgorithmID,AlgorithmName,EnglishName,ParentCategory,AlgorithmType,TimeComplexity,SpaceComplexity,Stability,UseCases,CoreIdea,ApplicableDomains,ProsConsAnalysis
A125,SHA-256,Secure Hash Algorithm 256 (SHA-256),密码学,哈希函数,O(消息长度),O(1),不适用,数据完整性校验;数字签名;区块链;密码存储,SHA-256是SHA-2家族中的一种密码散列函数，可以生成一个256位的哈希值。它比MD5更安全，广泛应用于数字签名、SSL/TLS、区块链等领域。,计算机科学;密码学;网络安全;区块链,优点：安全性高，目前尚未发现有效的碰撞攻击。广泛应用于各种安全场景。缺点：计算速度相对较慢。
A126,DH密钥交换,Diffie-Hellman Key Exchange,密码学,密钥交换,O(log^3 N),O(log N),不适用,安全通信;密钥协商,Diffie-Hellman密钥交换是一种在不安全的信道上安全地交换加密密钥的方法。它允许通信双方在不共享任何秘密信息的情况下，协商出一个共享的秘密密钥。基于离散对数问题的困难性。,计算机科学;密码学;网络安全,优点：能够在不安全的信道上建立共享密钥，是许多安全协议（如SSL/TLS）的基础。缺点：容易受到中间人攻击，需要额外的认证机制来防止。
A127,椭圆曲线密码学,Elliptic Curve Cryptography (ECC),密码学,公钥加密,加密/解密O(曲线参数)，密钥生成O(曲线参数),O(曲线参数),不适用,数据加密;数字签名;密钥交换,ECC是一种基于椭圆曲线数学的公钥密码学方法。与RSA相比，ECC在相同安全强度下所需的密钥长度更短，因此计算效率更高，更适合资源受限的环境（如移动设备）。,计算机科学;密码学;网络安全,优点：在相同安全级别下，密钥长度比RSA短得多，因此计算速度更快，存储空间更小。适用于资源受限的设备。缺点：数学理论复杂，实现难度高。
A128,数字签名算法,Digital Signature Algorithm (DSA),密码学,数字签名,签名O(log^3 N)，验证O(log^3 N),O(log N),不适用,数据完整性;身份认证;不可否认性,DSA是一种用于生成和验证数字签名的算法。它允许消息的发送者对其消息进行签名，以证明消息的来源和完整性，并提供不可否认性。基于离散对数问题的困难性。,计算机科学;密码学;网络安全,优点：能够提供数据完整性、身份认证和不可否认性。缺点：仅用于数字签名，不能用于数据加密。
A129,哈希表,Hash Table,数据结构,查找;存储,平均O(1)，最坏O(n),O(n),不适用,快速查找;缓存;数据库索引;符号表,哈希表（或散列表）是一种通过哈希函数将键映射到数组索引来存储和检索数据的数据结构。它提供了平均O(1)的查找、插入和删除操作。通过处理哈希冲突（如链地址法、开放寻址法）来应对多个键映射到同一索引的情况。,计算机科学;数据结构;数据库;操作系统,优点：平均查找、插入和删除操作时间复杂度为O(1)，效率极高。缺点：最坏情况下可能退化到O(n)（所有元素哈希到同一位置）。需要选择合适的哈希函数和冲突解决策略。哈希表的大小对性能有影响。
A130,二叉搜索树,Binary Search Tree (BST),数据结构,查找;存储,平均O(log n)，最坏O(n),平均O(log n)，最坏O(n),不适用,动态数据查找;排序;字典实现,二叉搜索树是一种特殊的二叉树，其中每个节点的左子树只包含小于当前节点的值，右子树只包含大于当前节点的值。这使得查找、插入和删除操作的平均时间复杂度为O(log n)。,计算机科学;数据结构;数据库,优点：支持高效的查找、插入和删除操作。可以进行范围查询。缺点：在最坏情况下（如插入有序序列），树可能退化为链表，导致操作时间复杂度变为O(n)。需要平衡化（如AVL树、红黑树）来保证性能。
A131,AVL树,AVL Tree,数据结构,查找;存储,O(log n),O(log n),不适用,动态数据查找;数据库索引,AVL树是一种自平衡二叉搜索树。它通过在每次插入或删除操作后检查并调整节点的平衡因子（左右子树高度差的绝对值不超过1），确保树的高度差不超过1，从而保证树的高度始终为O(log n)，进而保证所有操作的时间复杂度为O(log n)。,计算机科学;数据结构;数据库,优点：所有操作（查找、插入、删除）的时间复杂度均为O(log n)，性能稳定。缺点：实现相对复杂，需要进行旋转操作来维护平衡。
A132,红黑树,Red-Black Tree,数据结构,查找;存储,O(log n),O(log n),不适用,动态数据查找;Map/Set实现;Linux内核调度,红黑树是一种自平衡二叉搜索树，它通过为每个节点着色（红色或黑色）并遵循一系列规则来保持树的平衡。它不追求严格的平衡，而是保证从根到叶子的最长路径不超过最短路径的两倍，从而保证操作的对数时间复杂度。,计算机科学;数据结构;操作系统;数据库,优点：所有操作（查找、插入、删除）的时间复杂度均为O(log n)，性能稳定。实现相对AVL树更宽松，旋转次数通常更少。广泛应用于标准库和操作系统内核。缺点：实现比普通二叉搜索树复杂。
A133,B树,B-Tree,数据结构,查找;存储,O(log N),O(N),不适用,数据库索引;文件系统,B树是一种多路平衡查找树，广泛应用于数据库和文件系统。它允许一个节点包含多个子节点，并且所有叶子节点都位于同一层。B树的特点是节点中的键值和子节点指针数量可以动态变化，以适应磁盘IO的特性，减少磁盘访问次数。,计算机科学;数据结构;数据库;文件系统,优点：非常适合磁盘等外部存储，能够显著减少磁盘IO次数，提高查询效率。所有操作的时间复杂度均为O(log N)。缺点：实现比二叉树复杂。
A134,B+树,B+ Tree,数据结构,查找;存储,O(log N),O(N),不适用,数据库索引;文件系统,B+树是B树的一种变体，在数据库和文件系统中更为常用。它的主要特点是所有数据都存储在叶子节点中，并且叶子节点之间通过链表连接。非叶子节点只存储键值和子节点指针，用于索引。这使得范围查询更加高效。,计算机科学;数据结构;数据库;文件系统,优点：所有数据都在叶子节点，有利于范围查询和全表扫描。磁盘IO效率高。缺点：实现比B树更复杂。
A135,Trie树,Trie (Prefix Tree),数据结构,查找;存储,O(L) (L为字符串长度),O(N*L) (N为字符串数量),不适用,字符串查找;前缀匹配;自动补全;拼写检查,Trie树（或前缀树、字典树）是一种用于高效存储和检索字符串集合的树形数据结构。每个节点代表一个字符，从根到某个节点的路径表示一个字符串。它通过共享前缀来节省空间，并支持快速的前缀查找。,计算机科学;数据结构;字符串处理;搜索引擎,优点：支持高效的前缀查找和匹配。空间效率高（当有大量共同前缀时）。缺点：如果字符串集合中没有太多共同前缀，空间效率可能不高。
A136,并查集,Disjoint Set Union (DSU),数据结构,集合操作,平均O(α(n)),O(n),不适用,连通分量;最小生成树(Kruskal);网络连通性,并查集是一种用于管理元素分组的数据结构，支持两种主要操作：查找（Find），确定元素所属的集合；合并（Union），将两个集合合并为一个。通过路径压缩和按秩合并（或按大小合并）等优化，操作的平均时间复杂度接近常数。,计算机科学;数据结构;图论;算法竞赛,优点：能够高效地进行集合的合并与查找操作。实现相对简单。缺点：无法支持删除操作。
A137,线段树,Segment Tree,数据结构,区间查询;区间修改,O(log n),O(n),不适用,区间求和;区间最值;区间更新,线段树是一种二叉树数据结构，用于高效地处理区间（或线段）上的查询和修改操作。每个节点代表一个区间，叶子节点代表最小的单元区间。非叶子节点存储其子节点区间的聚合信息。支持单点更新和区间更新，以及区间查询。,计算机科学;数据结构;算法竞赛,优点：能够高效地处理各种区间查询和修改操作，时间复杂度为O(log n)。缺点：实现相对复杂。空间复杂度为O(n)。
A138,树状数组,Fenwick Tree (BIT),数据结构,前缀和;单点修改,O(log n),O(n),不适用,前缀和查询;单点更新;逆序对计数,树状数组（或二叉索引树）是一种数据结构，用于高效地计算数组的前缀和以及进行单点更新。它利用二进制表示来快速定位需要更新或查询的区间。与线段树相比，实现更简单，常数因子更小。,计算机科学;数据结构;算法竞赛,优点：实现简单，常数因子小，效率高。支持单点更新和前缀和查询，时间复杂度均为O(log n)。缺点：功能不如线段树强大，只能处理前缀和相关的问题。
A139,跳表,Skip List,数据结构,查找;存储,平均O(log n)，最坏O(n),平均O(n)，最坏O(n),不适用,动态数据查找;数据库索引;缓存,跳表是一种基于并行链表的概率性数据结构，用于实现有序集合或映射。它通过在多层链表中随机跳跃来加速查找操作。每一层链表都是下一层链表的子序列，且元素有序。通过随机决定每个元素在多少层中出现，从而实现对数级的查找效率。,计算机科学;数据结构;数据库;缓存,优点：实现比平衡二叉搜索树简单。平均查找、插入和删除操作时间复杂度为O(log n)。支持范围查询。缺点：最坏情况下可能退化到O(n)。空间复杂度相对较高。
A140,布隆过滤器,Bloom Filter,数据结构,集合成员测试,O(k),O(m),不适用,快速判断元素是否存在;缓存穿透;垃圾邮件过滤,布隆过滤器是一种空间效率高、但有一定误判率的概率型数据结构，用于判断一个元素是否在一个集合中。它通过多个哈希函数将元素映射到位数组中的多个位置，并将这些位置置为1。查询时，如果所有对应的位置都为1，则元素可能存在；如果有任何一个位置为0，则元素一定不存在。存在误判，但不会漏判。,计算机科学;数据结构;大数据;缓存,优点：空间效率极高，比哈希表节省大量空间。查询速度快。缺点：存在误判率（将不存在的元素判断为存在）。不支持删除操作。
A141,LRU缓存淘汰算法,Least Recently Used (LRU),缓存算法,缓存管理,O(1),O(容量),不适用,缓存管理;内存管理,LRU算法是一种常用的缓存淘汰策略。当缓存空间不足时，它会淘汰最近最少使用的数据。通常使用双向链表和哈希表的组合来实现：哈希表用于快速查找，双向链表用于维护访问顺序，最近访问的元素移到链表头部，最久未使用的元素在链表尾部。,计算机科学;操作系统;数据库;网络,优点：能够有效利用缓存空间，提高缓存命中率。缺点：需要维护访问顺序，实现相对复杂。无法处理未来访问模式。
A142,LFI缓存淘汰算法,Least Frequently Used (LFU),缓存算法,缓存管理,O(log N) 或 O(1),O(容量),不适用,缓存管理;内存管理,LFU算法是一种缓存淘汰策略，当缓存空间不足时，它会淘汰访问频率最低的数据。通常使用哈希表和最小堆（或频率链表）来实现：哈希表用于快速查找，最小堆用于维护访问频率，频率最低的元素在堆顶。,计算机科学;操作系统;数据库;网络,优点：能够淘汰真正不常用的数据，可能比LRU更有效。缺点：实现比LRU复杂。无法处理访问频率随时间变化的情况（如某个数据在短时间内访问频繁，但之后不再访问）。
A143,Aho-Corasick算法,Aho-Corasick Algorithm,字符串,多模式匹配,O(N+M+K) (K为匹配次数),O(M),不适用,多模式匹配;敏感词过滤;病毒扫描,Aho-Corasick算法是一种用于在文本中查找多个模式串的高效算法。它通过构建一个有限状态自动机（Trie树结合失败指针）来同时匹配所有模式串。当文本扫描到一个字符时，自动机根据当前状态和输入字符进行状态转移，并报告匹配到的模式串。,计算机科学;字符串处理;信息安全,优点：能够在线性时间内同时查找多个模式串，效率高。广泛应用于敏感词过滤、病毒扫描等。缺点：算法实现相对复杂。
A144,后缀数组,Suffix Array,字符串,字符串分析,O(N log N),O(N),不适用,字符串匹配;最长公共前缀;基因组分析,后缀数组是一个字符串所有后缀经过排序后得到的起始位置的数组。它是一种重要的字符串数据结构，可以用于解决许多字符串问题，如字符串匹配、最长公共前缀（LCP）数组的构建、重复子串查找等。,计算机科学;字符串处理;生物信息学,优点：能够高效地解决多种字符串问题。缺点：构建算法相对复杂。
A145,后缀树,Suffix Tree,字符串,字符串分析,O(N),O(N),不适用,字符串匹配;最长公共子串;基因组分析,后缀树是一个字符串所有后缀的压缩Trie树。它是一种非常强大的字符串数据结构，可以在线性时间内构建，并用于解决各种复杂的字符串问题，如最长重复子串、最长公共子串、最短唯一子串等。,计算机科学;字符串处理;生物信息学,优点：能够在线性时间内解决许多复杂的字符串问题。缺点：构建算法非常复杂，实现难度大。空间消耗相对较大。
A146,Z-Algorithm (字符串),Z-Algorithm,字符串,模式匹配,O(N+M),O(N+M),不适用,字符串匹配;模式匹配;LCP数组构建,Z算法（也称为Z-box算法）用于计算一个字符串S的Z数组。Z数组$Z[i]$表示S和S的后缀$S[i..]$的最长公共前缀的长度。通过计算Z数组，可以高效地进行字符串匹配。核心思想是利用已经计算的Z值，避免重复比较，实现线性时间复杂度。,计算机科学;字符串处理;文本分析,优点：时间复杂度为O(N+M)，是线性时间算法，非常高效。可以用于解决字符串匹配问题，比KMP更易于理解和实现。缺点：相对KMP，其应用场景可能更专注于LCP（最长公共前缀）的计算，但同样可以解决模式匹配。
A147,高斯消元法,Gaussian Elimination,线性代数,方程求解,O(n^3),O(n^2),不适用,线性方程组求解;矩阵求逆;行列式计算,高斯消元法是一种用于求解线性方程组的算法。它通过一系列行变换（交换两行、某行乘以非零常数、某行加上另一行的倍数）将增广矩阵化为行阶梯形或简化行阶梯形，从而得到方程组的解。也可用于计算矩阵的逆和行列式。,计算机科学;数学;数值计算,优点：能够求解任意线性方程组。算法思想直观，易于理解。缺点：时间复杂度为O(n^3)，对于大规模方程组效率较低。对浮点数计算可能存在精度问题。
A148,LU分解,LU Decomposition,线性代数,矩阵分解,O(n^3),O(n^2),不适用,线性方程组求解;矩阵求逆;行列式计算,LU分解将一个方阵A分解为一个下三角矩阵L和一个上三角矩阵U的乘积，即$A = LU$。通过LU分解，可以更高效地求解多个具有相同系数矩阵的线性方程组，以及计算矩阵的逆和行列式。,计算机科学;数学;数值计算,优点：一旦完成分解，求解线性方程组、计算逆矩阵等操作会更快。缺点：计算成本高，时间复杂度为O(n^3)。并非所有矩阵都存在LU分解，需要进行行交换（PLU分解）。
A149,QR分解,QR Decomposition,线性代数,矩阵分解,O(mn^2),O(mn),不适用,最小二乘问题;特征值计算,QR分解将一个矩阵A分解为一个正交矩阵Q和一个上三角矩阵R的乘积，即$A = QR$。它常用于求解线性最小二乘问题和计算矩阵的特征值。常用的方法有Householder变换和Givens旋转。,计算机科学;数学;数值计算,优点：在数值稳定性方面优于LU分解。广泛应用于最小二乘问题和特征值计算。缺点：计算成本高。
A150,遗传算法优化,Genetic Algorithm Optimization,优化算法,启发式搜索;仿生算法,多变,多变,不适用,组合优化;机器学习参数优化;工程设计,遗传算法是一种模拟自然选择和遗传机制的全局优化算法。它通过模拟生物进化过程中的选择、交叉和变异等操作，迭代地改进解的种群，最终收敛到最优解或近似最优解。适用于解决复杂的优化问题。,计算机科学;人工智能;机器学习;运筹学,优点：能够处理复杂的、非线性的、多模态的优化问题，不依赖于梯度信息。具有全局搜索能力，可以避免陷入局部最优。缺点：收敛速度可能较慢。参数选择（种群大小、交叉率、变异率等）对性能影响大，需要经验调整。不保证找到全局最优解，通常是近似最优解。
A151,模拟退火优化,Simulated Annealing Optimization,优化算法,启发式搜索,多变,多变,不适用,组合优化;VLSI设计;图像处理,模拟退火算法是一种基于物理退火过程的启发式搜索算法，用于解决组合优化问题。它从一个随机初始解开始，通过随机扰动生成新解。与贪心算法不同，它以一定的概率接受较差的解，从而跳出局部最优，随着“温度”的降低，接受较差解的概率逐渐减小，最终收敛到全局最优解或近似最优解。,计算机科学;人工智能;机器学习;运筹学,优点：能够跳出局部最优，具有全局搜索能力。适用于解决复杂的组合优化问题，不依赖于梯度信息。缺点：收敛速度可能较慢。参数（初始温度、降温速率、迭代次数等）的选择对性能影响大，需要经验调整。不保证找到全局最优解。
A152,蚁群优化,Ant Colony Optimization,优化算法,启发式搜索;仿生算法,多变,多变,不适用,旅行商问题;路径规划;网络路由,蚁群算法是一种模拟蚂蚁觅食行为的启发式优化算法。蚂蚁在寻找食物时会释放信息素，其他蚂蚁会倾向于沿着信息素浓度高的路径前进。算法通过模拟信息素的积累和挥发过程，最终找到最优路径。适用于解决组合优化问题。,计算机科学;人工智能;机器学习;运筹学,优点：具有分布式计算的特点，鲁棒性强，能够处理动态问题。适用于解决旅行商问题等复杂的组合优化问题。缺点：收敛速度可能较慢。参数选择（信息素挥发率、信息素增加量等）对性能影响大。
A191,人工蜂群算法,Artificial Bee Colony (ABC),优化算法,启发式搜索;仿生算法,多变,多变,不适用,函数优化;组合优化,人工蜂群算法是一种模拟蜜蜂采蜜行为的启发式优化算法。它将蜜蜂群分为三种角色：雇佣蜂、观察蜂和侦察蜂，通过模拟这些蜜蜂的采蜜过程来寻找最优解。适用于解决连续和组合优化问题。,计算机科学;人工智能;机器学习;优化,优点：算法简单，易于实现。具有较强的全局搜索能力。缺点：收敛速度可能较慢。
A192,细菌觅食优化,Bacterial Foraging Optimization (BFO),优化算法,启发式搜索;仿生算法,多变,多变,不适用,函数优化;组合优化,细菌觅食优化算法是一种模拟大肠杆菌觅食行为的启发式优化算法。它通过模拟细菌的趋化性（Chemotaxis）、繁殖（Reproduction）和迁徙（Elimination-Dispersal）等行为来寻找最优解。适用于解决非线性、非连续、不可微的优化问题。,计算机科学;人工智能;机器学习;优化,优点：具有较强的全局搜索能力。适用于解决复杂的非线性优化问题。缺点：算法相对复杂，参数较多。
A193,和声搜索,Harmony Search (HS),优化算法,启发式搜索;仿生算法,多变,多变,不适用,函数优化;组合优化,和声搜索算法是一种模拟音乐家即兴创作过程的启发式优化算法。它通过模拟音乐家在演奏时调整音高来寻找最佳和声，从而在搜索空间中寻找最优解。适用于解决连续和组合优化问题。,计算机科学;人工智能;机器学习;优化,优点：算法简单，易于实现。参数较少。缺点：收敛速度可能较慢。
A194,灰狼优化,Grey Wolf Optimizer (GWO),优化算法,启发式搜索;仿生算法,多变,多变,不适用,函数优化;组合优化,灰狼优化算法是一种模拟灰狼捕食行为的启发式优化算法。它模拟了灰狼的社会等级制度和捕食过程（搜索、包围、攻击猎物）来寻找最优解。适用于解决连续和组合优化问题。,计算机科学;人工智能;机器学习;优化,优点：算法简单，易于实现。收敛速度相对较快。缺点：容易陷入局部最优。
A195,鲸鱼优化算法,Whale Optimization Algorithm (WOA),优化算法,启发式搜索;仿生算法,多变,多变,不适用,函数优化;组合优化,鲸鱼优化算法是一种模拟座头鲸捕食行为的启发式优化算法。它模拟了座头鲸的“气泡网捕食策略”，包括包围猎物、气泡网攻击和搜索猎物三个阶段来寻找最优解。适用于解决连续和组合优化问题。,计算机科学;人工智能;机器学习;优化,优点：算法简单，易于实现。收敛速度相对较快。缺点：容易陷入局部最优。
A196,群智能算法,Swarm Intelligence Algorithms,优化算法,启发式搜索;仿生算法,多变,多变,不适用,组合优化;函数优化,群智能算法是一类模拟自然界中生物群体行为（如鸟群、鱼群、蚁群等）的启发式优化算法。它们通过个体之间的简单交互和信息共享，涌现出解决复杂问题的集体智能。包括粒子群优化、蚁群算法、蜂群算法等。,计算机科学;人工智能;机器学习;优化,优点：具有全局搜索能力，能够避免陷入局部最优。鲁棒性强，适用于解决复杂的优化问题。缺点：收敛速度可能较慢。参数选择对性能影响大。
A197,希尔排序,Shell Sort,排序,比较排序,O(n^(3/2))~O(n^2),O(1),不稳定,中等规模数据排序,基于插入排序的改进算法，通过定义增量序列将数据分组进行插入排序，逐步缩小增量直至为1。通过跨步交换缩短元素移动距离。,计算机科学;软件工程,优点：比简单插入排序效率更高，适用于中等规模数据集。缺点：增量序列的选择会影响性能，最坏情况下时间复杂度接近O(n^2)。
A198,插值查找,Interpolation Search,搜索,分治搜索,O(log log n)(均匀分布),O(1),不适用,有序数据查找,改进的二分查找，通过线性插值预测目标值位置，非均匀分布时退化为二分查找。,计算机科学;数据库查询,优点：数据均匀时速度优于二分查找，无需额外空间。缺点：对非均匀分布数据效率下降。
A199,Floyd判圈算法,Floyd's Cycle-Finding Algorithm,图算法,双指针技术,O(n),O(1),不适用,链表环检测;周期计算,使用快慢指针检测序列循环，快指针速度是慢指针的两倍。相遇证明存在环，通过重置慢指针确定环入口。,计算机科学;密码学;算法竞赛,优点：常数空间解决环检测问题，实现简单。缺点：仅能检测环无法定位所有节点。
A200,Kadane算法,Kadane's Algorithm,动态规划,序列问题,O(n),O(1),不适用,最大子数组和,维护当前最大值和全局最大值，遍历数组时动态更新包含当前元素的最大子数组和。,计算机科学;金融分析;信号处理,优点：线性时间最优解，空间效率高。缺点：仅适用于连续子数组场景。
A201,GBDT,Gradient Boosting Decision Tree,机器学习,集成学习,O(迭代次数*样本数*特征数),O(树结构参数量),不适用,特征选择;点击率预测,基于决策树的梯度提升算法，通过迭代训练新树拟合损失函数负梯度，加权叠加所有树的结果。,人工智能;数据挖掘;商业分析,优点：处理非线性关系能力强，支持特征重要性评估。缺点：易过拟合需正则化，训练速度慢。
A202,ECC数字签名,ECDSA,密码学,数字签名,签名O(1),验证O(1),不适用,安全通信,基于椭圆曲线密码学的数字签名算法，使用私钥签名公钥验证，通过椭圆曲线点运算保证安全性。,网络安全;区块链;物联网,优点：相同安全等级下密钥长度比RSA短3倍，计算能耗低。缺点：实现需防侧信道攻击。
A203,R树,R-Tree,数据结构,空间索引,O(logN),O(N),不适用,地理信息系统,动态平衡树结构用于存储空间对象，通过最小包围矩形(MBR)进行节点划分，支持范围查询和最近邻查询。,地理信息;多媒体数据库;导航系统,优点：高效处理多维空间数据，支持动态插入删除。缺点：高维数据时存在维度灾难。
A204,萤火虫优化算法,Firefly Algorithm,优化算法,仿生算法,O(种群数*迭代次数),O(种群数),不适用,工程设计优化,模拟萤火虫亮度吸引行为，较优解的个体吸引更多搜索，通过移动策略更新位置。,机械工程;电磁学;参数调优,优点：参数少易实现，全局搜索能力强。缺点：收敛速度受吸引力系数影响显著。
A205,Aho-Corasick自动机优化,Compressed Aho-Corasick,字符串,多模式匹配,O(N+M+K),O(M),不适用,大规模病毒库扫描,改进的Aho-Corasick算法通过压缩失败指针和共用前缀节点减少内存占用。,信息安全;生物信息学;文本过滤,优点：节省50%以上内存，匹配速度提升2倍。缺点：构建过程更复杂。
A206,Cholesky分解,Cholesky Decomposition,线性代数,矩阵分解,O(n³),O(n²),不适用,协方差矩阵处理,将对称正定矩阵分解为下三角矩阵及其转置的乘积，比LU分解更高效稳定。,统计学;量子力学;经济学建模,优点：数值稳定性好，运算次数比LU分解减少一半。缺点：仅适用于对称正定矩阵。
A200,辛普森法则,Simpson's Rule,数值计算,积分方法,O(n),O(1),不适用,科学计算;工程分析,通过将积分区间分割为偶数个子区间，并用二次多项式逼近每个子区间的函数曲线，累加各子区间的面积得到积分近似值。,数学建模;物理模拟,优点：精度高于梯度法，适用于平滑函数积分。缺点：要求函数连续且分割区间需为偶数。
A201,Canny边缘检测,Canny Edge Detector,计算机视觉,边缘检测,O(N),O(N),不适用,图像识别;特征提取,多阶段算法：高斯滤波降噪→计算梯度→非极大值抑制→双阈值检测，最终提取连续边缘。,计算机视觉;自动驾驶,优点：边缘定位准确，抗噪能力强。缺点：计算复杂度较高，参数敏感。
A202,DBSCAN聚类,DBSCAN,机器学习,聚类算法,O(n log n),O(n),不适用,异常检测;地理数据分析,基于密度的聚类算法，通过定义ε邻域和最小点数，将密集区域划分为簇，并标记稀疏区域为噪声。,数据挖掘;空间分析,优点：无需预设簇数，可发现任意形状簇。缺点：对参数ε和MinPts敏感，高维数据效果下降。
A203,Huffman编码,Huffman Coding,数据压缩,无损压缩,O(n log n),O(n),不适用,文件压缩;网络传输,根据字符出现频率构建最优二叉树，高频字符使用短编码，低频字符使用长编码。,信息论;多媒体编码,优点：压缩率高，适合文本压缩。缺点：需先统计频率，对短文本效率低。
A204,牛顿迭代法,Newton-Raphson Method,数值计算,根求解,O(log n),O(1),不适用,方程求解;优化问题,通过迭代公式xₙ₊₁ = xₙ - f(xₙ)/f’(xₙ)逼近函数零点，二次收敛速度。,工程力学;金融建模,优点：收敛速度快。缺点：依赖导数计算，初始值选择不当可能发散。
A205,Floyd判圈算法,Floyd's Cycle-Finding Algorithm,算法范式,链表检测,O(n),O(1),不适用,链表环检测;内存回收,使用快慢指针（龟兔赛跑）检测循环，快指针每次移动两步，慢指针每次一步，相遇则存在环。,系统编程;垃圾回收,优点：空间最优。缺点：仅能检测环，无法定位入口点。
A206,霍夫变换,Hough Transform,计算机视觉,特征检测,O(n),O(k),不适用,直线/圆检测;自动驾驶,将图像空间中的点映射到参数空间，通过累加器投票找出高概率参数对应的几何形状。,工业检测;机器人导航,优点：抗噪能力强，可检测不完整形状。缺点：参数空间维度灾难，计算量大。
A207,布雷森算法,Bresenham's Algorithm,图形学,光栅化,O(n),O(1),不适用,直线绘制;打印机驱动,使用整数运算绘制离散像素点逼近连续直线，通过误差项判断下一点位置。,计算机图形学;嵌入式显示,优点：计算高效，无浮点运算。缺点：仅适用于直线和简单圆。
A208,Shor算法,Shor's Algorithm,量子计算,因数分解,O((log n)³),O(log n),不适用,量子密码破解;大数分解,利用量子傅里叶变换和周期查找，在多项式时间内分解大整数。,量子计算;信息安全,优点：理论上破解RSA加密。缺点：需量子计算机实现。
A209,Boyer-Moore-Galil算法,Boyer-Moore-Galil Rule,字符串,模式匹配,平均O(n/m),O(m+Σ),不适用,生物序列分析;文本处理,改进Boyer-Moore算法，通过添加额外规则减少窗口移动次数，避免最坏情况。,基因组学;搜索引擎,优点：实际运行速度优于KMP。缺点：实现复杂度高。
A210,Primality测试-AKS,AKS Primality Test,数学,素性检验,O(log⁶ n),O(log n),不适用,密码学安全验证,基于多项式同余理论的确定性算法，证明素数可在多项式时间内验证。,密码学;数论研究,优点：首个多项式时间确定性算法。缺点：实际运行慢于概率算法。
A211,Edmonds-Karp算法,Edmonds-Karp Algorithm,图算法,最大流,O(VE²),O(E),不适用,网络流优化;资源分配,BFS寻找增广路径的福特-富尔克森方法，保证多项式时间复杂度。,交通调度;供应链管理,优点：实现简单，适用于小规模网络。缺点：时间复杂度高于Dinic等算法。
A212,Dinic算法,Dinic's Algorithm,图算法,最大流,O(V²E),O(E),不适用,网络流优化;图像分割,分层图+阻塞流技术，通过构建层次网络并多次DFS寻找阻塞流提升效率。,计算机视觉;通信网络,优点：比Edmonds-Karp更高效。缺点：实现复杂，空间需求较高。
A213,Locality-Sensitive Hashing,LSH,数据结构,近邻搜索,O(n),O(n),不适用,大规模推荐系统;图像检索,设计哈希函数使相似项碰撞概率高，通过多表查询快速找到近似最近邻。,搜索引擎;生物信息学,优点：亚线性时间查询。缺点：存在误判，参数调优困难。
A214,Top Tree,Top Tree,数据结构,动态树,O(log n),O(n),不适用,网络可靠性;动态图维护,将树分解为簇的层次结构，支持动态连接/断开操作的路径查询和维护。,分布式系统;社交网络,优点：高效处理动态树操作。缺点：实现复杂，常数因子大。
A215,Mo's Algorithm,Mo's Algorithm,算法范式,离线查询,O(n√n),O(√n),不适用,区间统计问题;数据库查询,将查询按块排序后处理，通过移动左右指针离线回答多个区间查询问题。,数据库优化;竞赛编程,优点：简化复杂区间问题。缺点：仅适用于离线场景，常数大。
A216,Christofides算法,Christofides Algorithm,组合优化,TSP近似,O(n³),O(n²),不适用,旅行商问题;物流路径,结合MST和最小权完美匹配，生成1.5倍最优解的旅行商路径。,运输规划;电路板布线,优点：当前最佳近似比。缺点：仅适用于度量TSP。
A217,PageRank改进算法,PageRank with Damping,图算法,链接分析,O(n),O(n),不适用,搜索引擎优化;影响力分析,引入阻尼因子模拟随机跳转，解决原始PageRank的rank sink问题，平衡权威性和随机性。,社交网络分析;学术评价,优点：更符合真实浏览行为。缺点：计算需迭代收敛。
A218,Zobrist哈希,Zobrist Hashing,算法范式,状态编码,O(1),O(n),不适用,博弈树搜索;棋类AI,为每个可能的棋盘位置分配随机数，通过异或运算快速计算状态哈希值。,游戏AI;分布式系统,优点：碰撞概率低，动态更新快。缺点：需预存随机数表。
A219,Range Minimum Query,RMQ,数据结构,区间查询,O(1),O(n log n),不适用,生物序列分析;实时监控,稀疏表预处理，将数组划分为log段，预存每个区间的最小值索引。,物联网;金融风控,优点：查询时间O(1)。缺点：预处理时间和空间较大。
A220,Graham扫描凸包,Graham's Scan,计算几何,凸包构造,O(n log n),O(n),不适用,计算机图形学;地理信息系统,以极角排序后通过栈操作逐步构建凸包，利用叉积判断点是否在凸包上。,三维建模;路径规划,优点：时间复杂度低，逻辑清晰。缺点：对共线点处理需特殊处理。
A221,Andrew算法凸包,Andrew's Algorithm,计算几何,凸包构造,O(n log n),O(n),不适用,机器人避障;图像处理,按x坐标排序后分别构建上下凸壳，通过单调链方式合并结果。,计算几何;CAD系统,优点：无需计算极角，实现更高效。缺点：需处理重复点。
A222,Raft共识算法,Raft Consensus,分布式系统,一致性协议,O(n),O(n),不适用,分布式数据库;区块链,将共识问题分解为领导者选举、日志复制和安全性三部分，通过心跳机制维护集群一致性。,分布式存储;服务协调,优点：比Paxos更易理解，强一致性保障。缺点：性能受限于领导者单点。
